(0, 0)
(0, 1)
(1, 1)
(2, 1)
(3, 1)
(4, 1)
(4, 2)
(3, 2)
(3, 3)
(4, 3)
(4, 4)
(4, 5)
(3, 5)
(2, 5)
(1, 5)
(1, 6)
(2, 6)
(3, 6)
(3, 7)
(4, 7)
(4, 6)
(5, 6)
(6, 6)
(7, 6)
(8, 6)
(9, 6)
(10, 6)
(10, 7)
(10, 8)
(10, 9)
(10, 10)
(11, 10)
(11, 11)
(12, 11)
(12, 12)
(11, 12)
(10, 12)
(10, 13)
(9, 13)
(8, 13)
(8, 14)
(7, 14)
(7, 13)
(6, 13)
(6, 14)
(6, 15)
(5, 15)
(4, 15)
(3, 15)
(2, 15)
(2, 14)
(2, 13)
(3, 13)
(3, 12)
(4, 12)
(4, 11)
(5, 11)
(5, 10)
(6, 10)
(6, 9)
(6, 8)
(7, 8)
